date, pm25, pm10, no2
2019/7/21, , 14, 27
2019/7/22, , 21, 16
2019/7/23, , 24, 38
2019/7/24, , 36, 23
2019/7/25, , 42, 27
2019/7/26, , 30, 21
2019/7/27, , 19, 13
2019/7/28, , 16, 12
2019/7/29, , 17, 3
2019/7/30, , 15, 10
2019/7/31, , 12, 26
2019/8/2, , 22, 20
2019/8/3, , 18, 18
2019/8/4, , 18, 12
2019/8/5, , 15, 10
2019/8/6, , 14, 20
2019/8/7, , 17, 15
2019/8/8, , 14, 13
2019/8/9, , 14, 6
2019/8/10, , 15, 7
2019/8/11, , 14, 14
2019/8/12, , 12, 12
2019/8/13, , 12, 5
2019/8/14, , 8, 8
2019/8/15, , 13, 5
2019/8/16, , 12, 11
2019/8/17, , 11, 12
2019/8/18, , 10, 16
2019/8/19, , 18, 26
2019/8/20, , 19, 29
2019/8/21, , 20, 28
2019/8/22, , 21, 29
2019/8/23, , 20, 24
2019/8/24, , 19, 31
2019/8/25, , 20, 27
2019/8/26, , 28, 28
2019/8/27, , 29, 23
2019/8/28, , 30, 25
2019/8/29, , 19, 25
2019/8/30, , 18, 26
2019/8/31, , 18, 16
2019/9/1, , 14, 26
2019/9/2, , 23, 24
2019/9/3, , 19, 19
2019/9/4, , 17, 28
2019/9/5, , 22, 25
2019/9/6, , 21, 21
2019/9/7, , 15, 24
2019/9/8, , 17, 15
2019/9/9, , 14, 25
2019/9/10, , 22, 21
2019/9/11, , 17, 15
2019/9/12, , 12, 24
2019/9/13, , 18, 23
2019/9/14, , 19, 27
2019/9/15, , 20, 26
2019/9/16, , 27, 23
2019/9/17, , 19, 28
2019/9/18, , 25, 31
2019/9/19, , 21, 21
2019/9/20, , 19, 10
2019/9/21, , 18, 16
2019/9/22, , 16, 6
2019/9/23, , 10, 9
2019/9/24, , 9, 8
2019/9/25, , 11, 5
2019/9/26, , 7, 9
2019/9/27, , 14, 6
2019/9/28, , 10, 3
2019/9/29, , 7, 8
2019/9/30, , 13, 6
2019/4/1, , 41, 25
2019/4/2, , 41, 11
2019/4/3, , 9, 10
2019/4/4, , 13, 11
2019/4/5, , 12, 27
2019/4/6, , 27, 27
2019/4/7, , 28, 27
2019/4/8, , 43, 35
2019/4/9, , 40, 34
2019/4/10, , 52, 34
2019/4/11, , 44, 35
2019/4/12, , 43, 23
2019/4/13, , 29, 23
2019/4/14, , 25, 16
2019/4/15, , 38, 31
2019/4/16, , 37, 14
2019/4/17, , 22, 28
2019/4/18, , 25, 31
2019/4/19, , 41, 
2019/4/20, , 43, 31
2019/4/21, , 32, 25
2019/4/22, , 26, 32
2019/4/23, , 40, 11
2019/4/24, , 23, 5
2019/4/25, , 5, 11
2019/4/26, , 11, 12
2019/4/27, , 19, 15
2019/4/28, , 19, 
2019/4/29, , 27, 
2019/4/30, , 34, 23
2019/5/1, , 37, 27
2019/5/2, , 35, 32
2019/5/3, , 24, 25
2019/5/4, , 19, 
2019/5/5, , 16, 36
2019/5/6, , 25, 14
2019/5/7, , 18, 6
2019/5/8, , 10, 20
2019/5/9, , 15, 21
2019/5/10, , 18, 24
2019/5/11, , 20, 23
2019/5/12, , 17, 24
2019/5/13, , 18, 27
2019/5/14, , 25, 29
2019/5/15, , 27, 30
2019/5/16, , 27, 41
2019/5/17, , 40, 29
2019/5/18, , 44, 28
2019/5/19, , 48, 36
2019/5/20, , 32, 33
2019/5/21, , 34, 31
2019/5/22, , 24, 21
2019/5/23, , 20, 33
2019/5/24, , 29, 25
2019/5/25, , 29, 15
2019/5/26, , 17, 21
2019/5/27, , 20, 23
2019/5/28, , 19, 18
2019/5/29, , 17, 10
2019/5/30, , 10, 12
2019/5/31, , 13, 10
2019/6/1, , 13, 15
2019/6/2, , 15, 29
2019/6/3, , 23, 17
2019/6/4, , 20, 19
2019/6/5, , 15, 6
2019/6/6, , 11, 10
2019/6/7, , 10, 10
2019/6/8, , 12, 19
2019/6/9, , 20, 21
2019/6/10, , 15, 10
2019/6/11, , 9, 15
2019/6/12, , 11, 6
2019/6/13, , 7, 14
2019/6/14, , 13, 16
2019/6/15, , 16, 2
2019/6/16, , 8, 18
2019/6/17, , 18, 21
2019/6/18, , 22, 26
2019/6/19, , 24, 20
2019/6/20, , 21, 29
2019/6/21, , 21, 22
2019/6/22, , 18, 13
2019/6/23, , 22, 30
2019/6/24, , 25, 28
2019/6/25, , 27, 31
2019/6/26, , 33, 27
2019/6/27, , 33, 22
2019/6/28, , 24, 12
2019/6/29, , 19, 14
2019/6/30, , 24, 21
2019/1/1, , 21, 39
2019/1/2, , 28, 41
2019/1/3, , 33, 35
2019/1/4, , 39, 31
2019/1/5, , 46, 27
2019/1/6, , 35, 22
2019/1/7, , 28, 30
2019/1/8, , 34, 36
2019/1/9, , 31, 41
2019/1/10, , 28, 35
2019/1/11, , 39, 21
2019/1/12, , 21, 9
2019/1/13, , 15, 31
2019/1/14, , 32, 21
2019/1/15, , 23, 8
2019/1/16, , 17, 30
2019/1/17, , 22, 27
2019/1/18, , 32, 11
2019/1/19, , 20, 27
2019/1/20, , 29, 29
2019/1/21, , 55, 19
2019/1/22, , 35, 35
2019/1/23, , 20, 28
2019/1/24, , 35, 24
2019/1/25, , 31, 10
2019/1/26, , 10, 10
2019/1/27, , 11, 30
2019/1/28, , 29, 25
2019/1/29, , 24, 25
2019/1/30, , 14, 16
2019/1/31, , 14, 27
2019/2/1, , 21, 29
2019/2/2, , 26, 30
2019/2/3, , 35, 16
2019/2/4, , 18, 8
2019/2/5, , 10, 12
2019/2/6, , 14, 18
2019/2/7, , 17, 6
2019/2/8, , 10, 8
2019/2/9, , 16, 11
2019/2/10, , 7, 35
2019/2/11, , 30, 34
2019/2/12, , 39, 29
2019/2/13, , 34, 33
2019/2/14, , 47, 33
2019/2/15, , 51, 32
2019/2/16, , 49, 28
2019/2/17, , 37, 30
2019/2/18, , 40, 24
2019/2/19, , 30, 19
2019/2/20, , 31, 31
2019/2/21, , 51, 33
2019/2/22, , 57, 28
2019/2/23, , 40, 25
2019/2/24, , 29, 33
2019/2/25, , 43, 35
2019/2/26, , 57, 41
2019/2/27, , 86, 26
2019/2/28, , 72, 27
2019/3/1, , 29, 12
2019/3/2, , 19, 3
2019/3/3, , 14, 18
2019/3/4, , 20, 12
2019/3/5, , 12, 7
2019/3/6, , 11, 13
2019/3/7, , 13, 13
2019/3/8, , 23, 13
2019/3/9, , 18, 8
2019/3/10, , 21, 26
2019/3/11, , 27, 10
2019/3/12, , 18, 18
2019/3/13, , 25, 16
2019/3/14, , 13, 13
2019/3/15, , 14, 5
2019/3/16, , 9, 14
2019/3/17, , 11, 32
2019/3/18, , 34, 30
2019/3/19, , 33, 42
2019/3/20, , 42, 38
2019/3/21, , 48, 32
2019/3/22, , 42, 33
2019/3/23, , 41, 28
2019/3/24, , 31, 35
2019/3/25, , 37, 33
2019/3/26, , 41, 38
2019/3/27, , 56, 36
2019/3/28, , 41, 32
2019/3/29, , 40, 23
2019/3/30, , 34, 35
2019/3/31, , 43, 28
2018/10/1, , 25, 20
2018/10/2, , 17, 29
2018/10/3, , 22, 25
2018/10/4, , 24, 29
2018/10/5, , 29, 25
2018/10/6, , 25, 21
2018/10/7, , 17, 37
2018/10/8, , 32, 26
2018/10/9, , 28, 26
2018/10/10, , 30, 9
2018/10/11, , 10, 9
2018/10/12, , 9, 15
2018/10/13, , 15, 20
2018/10/14, , 18, 18
2018/10/15, , 16, 25
2018/10/16, , 27, 32
2018/10/17, , 30, 34
2018/10/18, , 26, 33
2018/10/19, , 37, 35
2018/10/20, , 28, 29
2018/10/21, , 33, 32
2018/10/22, , 30, 30
2018/10/23, , 32, 28
2018/10/24, , 29, 29
2018/10/25, , 32, 27
2018/10/26, , 25, 32
2018/10/27, , 23, 22
2018/10/28, , 17, 27
2018/10/29, , 24, 22
2018/10/30, , 18, 23
2018/10/31, , 25, 14
2018/11/1, , 13, 37
2018/11/2, , 33, 23
2018/11/3, , 32, 23
2018/11/4, , 33, 27
2018/11/5, , 34, 20
2018/11/6, , 22, 7
2018/11/7, , 7, 13
2018/11/8, , 13, 15
2018/11/9, , 18, 4
2018/11/10, , 6, 6
2018/11/11, , 7, 14
2018/11/12, , 8, 21
2018/11/13, , 18, 31
2018/11/14, , 32, 20
2018/11/15, , 24, 15
2018/11/16, , 14, 14
2018/11/17, , 29, 21
2018/11/18, , 24, 27
2018/11/19, , 32, 24
2018/11/20, , 26, 16
2018/11/21, , 33, 19
2018/11/22, , 40, 19
2018/11/23, , 27, 15
2018/11/24, , 24, 23
2018/11/25, , 24, 29
2018/11/26, , 41, 16
2018/11/27, , 23, 11
2018/11/28, , 17, 7
2018/11/29, , 17, 18
2018/11/30, , 20, 11
2018/12/1, , 20, 9
2018/12/2, , 6, 14
2018/12/3, , 11, 31
2018/12/4, , 24, 15
2018/12/5, , 21, 16
2018/12/6, , 13, 13
2018/12/7, , 15, 8
2018/12/8, , 16, 13
2018/12/9, , 18, 33
2018/12/10, , 20, 30
2018/12/11, , 42, 22
2018/12/12, , 32, 19
2018/12/13, , 26, 32
2018/12/14, , 39, 13
2018/12/15, , 31, 13
2018/12/16, , 18, 21
2018/12/17, , 18, 9
2018/12/18, , 15, 11
2018/12/19, , 9, 10
2018/12/20, , 12, 15
2018/12/21, , 12, 18
2018/12/22, , 22, 12
2018/12/23, , 14, 27
2018/12/24, , 14, 23
2018/12/25, , 27, 26
2018/12/26, , 43, 19
2018/12/27, , 37, 17
2018/12/28, , 48, 18
2018/12/29, , 43, 26
2018/12/30, , 17, 
2018/7/2, , 22, 28
2018/7/3, , 21, 35
2018/7/4, , 32, 43
2018/7/5, , 26, 39
2018/7/6, , 32, 40
2018/7/7, , 35, 31
2018/7/8, , 31, 33
2018/7/9, , 21, 29
2018/7/10, , 17, 32
2018/7/11, , 24, 35
2018/7/12, , 29, 36
2018/7/13, , 33, 28
2018/7/14, , 24, 28
2018/7/15, , 27, 34
2018/7/16, , 19, 26
2018/7/17, , 20, 30
2018/7/18, , 21, 29
2018/7/19, , 28, 36
2018/7/20, , 31, 22
2018/7/21, , 24, 23
2018/7/22, , 33, 34
2018/7/23, , 27, 35
2018/7/24, , 28, 36
2018/7/25, , 26, 27
2018/7/26, , 30, 45
2018/7/27, , 39, 9
2018/7/28, , 15, 2
2018/7/29, , 11, 4
2018/7/30, , 7, 15
2018/7/31, , 11, 28
2018/8/1, , 16, 31
2018/8/2, , 20, 41
2018/8/3, , 27, 31
2018/8/4, , 24, 19
2018/8/5, , 14, 31
2018/8/6, , 23, 36
2018/8/7, , 30, 18
2018/8/8, , 15, 23
2018/8/9, , 14, 8
2018/8/10, , 12, 9
2018/8/11, , 11, 10
2018/8/12, , 11, 12
2018/8/13, , 12, 20
2018/8/14, , 18, 12
2018/8/15, , 13, 15
2018/8/16, , 14, 19
2018/8/17, , 17, 15
2018/8/18, , 18, 11
2018/8/19, , 17, 16
2018/8/20, , 15, 17
2018/8/21, , 18, 20
2018/8/22, , 19, 17
2018/8/23, , 15, 18
2018/8/24, , 19, 16
2018/8/25, , 13, 10
2018/8/26, , 11, 20
2018/8/27, , 16, 16
2018/8/28, , 17, 25
2018/8/29, , 21, 19
2018/8/30, , 20, 29
2018/8/31, , 26, 27
2018/9/1, , 19, 27
2018/9/2, , 20, 37
2018/9/3, , 34, 35
2018/9/4, , 29, 32
2018/9/10, , 20, 24
2018/9/11, , 18, 25
2018/9/12, , 24, 31
2018/9/13, , 22, 31
2018/9/14, , 26, 27
2018/9/15, , 22, 22
2018/9/16, , 16, 26
2018/9/17, , 22, 23
2018/9/18, , 28, 11
2018/9/19, , 23, 5
2018/9/20, , 17, 15
2018/9/21, , 17, 8
2018/9/22, , 12, 15
2018/9/23, , 8, 33
2018/9/24, , 21, 30
2018/9/25, , 20, 30
2018/9/26, , 23, 40
2018/9/27, , 33, 34
2018/9/28, , 29, 27
2018/9/29, , 18, 26
2018/9/30, , 23, 31
2018/4/1, , 21, 9
2018/4/2, , 14, 9
2018/4/3, , 10, 9
2018/4/4, , 9, 28
2018/4/5, , 19, 15
2018/4/6, , 17, 22
2018/4/7, , 21, 24
2018/4/8, , 29, 27
2018/4/9, , 46, 11
2018/4/10, , 16, 30
2018/4/11, , 20, 38
2018/4/12, , 52, 25
2018/4/13, , 51, 26
2018/4/14, , 43, 14
2018/4/15, , 15, 16
2018/4/16, , 19, 21
2018/4/17, , 23, 27
2018/4/18, , 30, 26
2018/4/19, , 29, 48
2018/4/20, , 43, 25
2018/4/21, , 29, 21
2018/4/22, , 33, 29
2018/4/23, , 25, 14
2018/4/24, , 17, 23
2018/4/25, , 21, 23
2018/4/26, , 23, 19
2018/4/27, , 21, 13
2018/4/28, , 13, 25
2018/4/29, , 28, 12
2018/4/30, , 14, 
2018/5/3, , 26, 38
2018/5/4, , 29, 39
2018/5/5, , 33, 28
2018/5/6, , 39, 32
2018/5/7, , 33, 26
2018/5/8, , 28, 25
2018/5/9, , 26, 20
2018/5/10, , 19, 16
2018/5/11, , 18, 28
2018/5/12, , 23, 19
2018/5/13, , 16, 35
2018/5/14, , 29, 41
2018/5/15, , 35, 38
2018/5/16, , 43, 35
2018/5/17, , 37, 37
2018/5/18, , 32, 28
2018/5/19, , 28, 23
2018/5/20, , 31, 30
2018/5/21, , 35, 41
2018/5/22, , 49, 38
2018/5/23, , 44, 35
2018/5/24, , 44, 38
2018/5/25, , 45, 19
2018/5/26, , 24, 15
2018/5/27, , 15, 31
2018/5/28, , 23, 24
2018/5/29, , 19, 7
2018/5/30, , 13, 25
2018/5/31, , 2, 26
2018/6/4, , 45, 33
2018/6/5, , 33, 31
2018/6/6, , 46, 13
2018/6/7, , 27, 34
2018/6/8, , 32, 22
2018/6/9, , 34, 21
2018/6/10, , 37, 33
2018/6/11, , 41, 31
2018/6/12, , 34, 31
2018/6/13, , 20, 16
2018/6/14, , 16, 30
2018/6/15, , 30, 21
2018/6/16, , 20, 11
2018/6/17, , 15, 18
2018/6/18, , 13, 21
2018/6/19, , 18, 22
2018/6/20, , 20, 29
2018/6/21, , 20, 37
2018/6/22, , 26, 29
2018/6/23, , 19, 28
2018/6/24, , 22, 31
2018/6/25, , 19, 33
2018/6/26, , 24, 36
2018/6/27, , 32, 37
2018/6/28, , 32, 40
2018/6/29, , 32, 
2018/1/1, , 13, 15
2018/1/2, , 16, 14
2018/1/3, , 22, 15
2018/1/4, , 14, 15
2018/1/5, , 17, 31
2018/1/6, , 29, 19
2018/1/7, , 27, 24
2018/1/8, , 28, 16
2018/1/9, , 27, 21
2018/1/10, , 22, 37
2018/1/11, , 35, 22
2018/1/12, , 26, 19
2018/1/13, , 32, 21
2018/1/14, , 38, 9
2018/1/15, , 14, 21
2018/1/16, , 15, 21
2018/1/17, , 19, 20
2018/1/18, , 17, 29
2018/1/19, , 14, 17
2018/1/20, , 9, 21
2018/1/21, , 11, 28
2018/1/22, , 15, 14
2018/1/23, , 12, 5
2018/1/24, , 5, 15
2018/1/25, , 15, 31
2018/1/26, , 26, 17
2018/1/27, , 23, 14
2018/1/28, , 9, 18
2018/1/29, , 13, 28
2018/1/30, , 19, 18
2018/1/31, , 12, 30
2018/2/1, , 18, 38
2018/2/2, , 21, 24
2018/2/3, , 19, 23
2018/2/4, , 18, 35
2018/2/5, , 32, 33
2018/2/6, , 40, 39
2018/2/7, , 41, 27
2018/2/8, , 41, 23
2018/2/9, , 24, 21
2018/2/10, , 16, 17
2018/2/11, , 15, 31
2018/2/12, , 23, 12
2018/2/13, , 12, 16
2018/2/14, , 16, 36
2018/2/15, , 27, 41
2018/2/16, , 38, 42
2018/2/17, , 40, 21
2018/2/18, , 34, 17
2018/2/19, , 27, 32
2018/2/20, , 18, 40
2018/2/21, , 56, 41
2018/2/22, , 62, 37
2018/2/23, , 42, 31
2018/2/24, , 34, 22
2018/2/25, , 20, 31
2018/2/26, , 25, 37
2018/2/27, , 31, 30
2018/2/28, , 33, 19
2018/3/1, , 43, 20
2018/3/2, , 35, 26
2018/3/3, , 26, 26
2018/3/4, , 16, 18
2018/3/5, , 14, 18
2018/3/6, , 12, 30
2018/3/7, , 21, 22
2018/3/8, , 19, 26
2018/3/9, , 22, 20
2018/3/10, , 18, 14
2018/3/11, , 12, 10
2018/3/12, , 10, 34
2018/3/13, , 25, 24
2018/3/14, , 26, 9
2018/3/15, , 9, 17
2018/3/16, , 19, 33
2018/3/17, , 34, 21
2018/3/18, , 34, 36
2018/3/19, , 44, 42
2018/3/20, , 45, 50
2018/3/21, , 40, 41
2018/3/22, , 40, 9
2018/3/23, , 14, 22
2018/3/24, , 26, 37
2018/3/25, , 52, 43
2018/3/26, , 44, 24
2018/3/27, , 21, 24
2018/3/28, , 15, 12
2018/3/29, , 11, 17
2018/3/30, , 10, 20
2018/3/31, , 12, 20
2017/12/26, , 9, 19
2017/12/27, , 9, 31
2017/12/28, , 20, 21
2017/12/29, , 21, 13
2017/12/30, , 14, 7
2017/12/31, , 12, 10
2024/7/4, , , 6
2024/9/6, , , 9
2024/9/7, , , 1
2022/10/1, , , 6
2022/11/4, , , 19
2022/11/5, , , 8
2022/11/6, , , 2
2022/9/29, , , 18
2022/9/30, , , 9
2022/1/2, , , 10
2021/8/5, , , 5
2020/8/6, , , 29
2020/9/5, , , 20
2020/9/6, , , 23
2019/12/31, , , 12
2019/8/1, , , 30
2018/12/31, , , 25
2018/7/1, , , 35
2018/9/5, , , 33
2018/9/6, , , 26
2018/9/7, , , 27
2018/9/8, , , 26
2018/9/9, , , 26
2018/5/2, , , 46
2018/6/1, , , 24
2018/6/2, , , 22
2018/6/3, , , 35
2017/12/25, , , 8
